,0,1,2,3,4,5,6,7,8,9,10
45,1332343326251446272,1189715801449746432,Meee,panpardi,,2019-10-31 01:28:54,33,100,False,2020-11-27 15:19:37,"Sejauh ini melihat dua kajian yg menolak RUU PKS, tp kedua kajian tersebut sangat mengecewakan 🙂

Hanya notulensi diandalkan sebagai referensi, trus yang satu lagi nambahin dari IG dan Youtube 🙃

Niat pgn mahamin mereka yg nolak malah jd ngetawain 😅"
46,1332343206898352128,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 15:19:08,@RahayuSaraswati Laki-laki pun juga bisa kena. RUU PKS melindungi semuanya
47,1332342391085223937,844875304191508481,OrangBaik,meeeeeeeettt,"Sidoarjo, Indonesia",2017-03-23 11:35:44,183,495,False,2020-11-27 15:15:54,"Menyoroti tentang salah satu BEM yang dengan kajiannya menolak ttng ruu pks, Antara kasian, prihatin, iba, dan keinginan untuk menghujat.. 🙃"
48,1332341822203445249,182421833,Rahayu Saraswati,RahayuSaraswati,Jakarta Capital Region,2010-08-24 15:20:20,32041,322,True,2020-11-27 15:13:38,"Rahayu Saraswati: Jangan Mengatakan RUU PKS Adalah Isu Perempuan

""Karena yang kita berikan di dalam RUU PKS adalah perlindungan untuk semua korban kekerasan seksual, termasuk laki-laki,"" tegasnya.
 https://t.co/swWtRuJXdl

#SahkanRUUPKS
#RahayuSaraswati #TangseluntukSemua"
49,1332339942702288896,877551211620179970,Fadillah Adkiras Wiyarto,FAdkiras,"Yogyakarta, Indonesia",2017-06-21 15:38:07,96,156,False,2020-11-27 15:06:10,"Padahal di satu waktu, this guy sampe rela2 dtg cm mau jatuhin srikandi &amp; feminism in general di diksusi ruu pks sambil sok2an bw dalil, tapi sorry langsung dibantai balik sm bu aroma. Dia gak dong blass tp teriak2 karna merasa pemikirannya oke tanpa dasar. Kamseupay🤮🤢"
50,1332338646129594369,368164872,🐤,jjprojeck,,2011-09-05 05:49:10,48,123,False,2020-11-27 15:01:01,kelasnya bosenin parah dan ternyata nolak ruu pks........ dahlah
51,1332338335004573702,1169189653141786624,Librarian Grandma Fish,memekriot,Indonesia,2019-09-04 10:05:25,601,238,False,2020-11-27 14:59:47,"@MikeNotMarx heh jangan sektarian. luput analisa itu terjadi karena bias2 pribadi orang2nya, yang banyak bacaan pun masih belum bisa menempatkan diri ke posisi orang2 yang butuh RUU PKS. Terlalu nyaman kali ya punya hak istimewa jadi laki2, ngga pernah jadi korban kekerasan seksual, dst"
52,1332335070955384834,1051948172195450880,SUARA MERDEKA.ID,SuaraaMerdeka,"DKI Jakarta, Indonesia",2018-10-15 21:29:23,288,596,False,2020-11-27 14:46:49,PKS Tolak RUU HIP Dimasukan Dalam Prolegnas Prioritas Tahun 2021 https://t.co/ksTD5YtUXX
53,1332334586664140800,1330021803096383488,iGuardian,iGuardianNKRI,,2020-11-21 05:35:00,165,173,False,2020-11-27 14:44:53,"@RinjaniJB @RizkiR4madani @PKSejahtera laen di depan...laen di belakang, itu munafik nama nya https://t.co/B8uxGE9RRX"
54,1332333470563987457,1326973437126950912,Starred,sstarredd,,2020-11-12 19:41:44,18,54,False,2020-11-27 14:40:27,"@tubirfess Tempat mereka mencari alasan utk menolak RUU PKS itu website yg tidak memiliki kajian yg kuat. Hanya opini yg dilontarkan. This is not helping their case, seriously."
55,1332330878127595520,887743587579944960,MEDIA OPOSISI CERDAS,OposisiCerdas,,2017-07-19 18:38:59,54452,100,False,2020-11-27 14:30:09,"Komnas Perempuan Desak DPR Masukan RUU PKS ke Prolegnas 2021
https://t.co/AUJDdHnq2N"
56,1332329408233836545,1116370314,river ✨,bloodricochet,Indonesia,2013-01-24 09:46:06,74,199,False,2020-11-27 14:24:19,@Taevy9502 RUU PKS
57,1332328486053109762,2271508298,olive,voldemolive,Jakarta • She/Her,2014-01-01 11:13:44,609,683,False,2020-11-27 14:20:39,"@pradsays dari yg w baca di trit itu sih: kajian bem un1la ttg penolakan ruu pks yg asal2an, sumber dari ig, metode gajelas, responden gajelas, ngawur gitu wkwkw. baca aja, mood bgt bikin ketawa"
58,1332327045628477440,4086351026,producer jennie kim,jntlecapybara,SG,2015-11-01 03:05:18,31,191,False,2020-11-27 14:14:55,"@andeaannn @CNNIndonesia In this case, ada beberapa fakultas yang gak ikut serta dalam pernyataan bem universitas islam andalas serta mendukung ruu pks. Fh, fisip, fib, dan fkm. Yang mana bidangnya paling relevant untuk ruu ini. Kalo yg dukung ini ya paling fp, fmipa https://t.co/Cma2TSnJSU"
59,1332325806975180800,250555040,indonesiana,indonesiana,Jakarta,2011-02-11 09:53:03,49935,29,False,2020-11-27 14:10:00,PKS Minta RUU HIP Tak Lagi Masuk Prolegnas 2021 #TempoNasional https://t.co/ggb5lPpjUV
60,1332325751031439361,4086351026,producer jennie kim,jntlecapybara,SG,2015-11-01 03:05:18,31,191,False,2020-11-27 14:09:47,"@ryfithhh @CNNIndonesia Ngajak dosen/ahli hukum ga? Udah lah, tanpa perlu babibu kalian itu keliatan ga memahami ruu ini. Jgnkan seunand, internal kalian palingan ga sejalan. Teriak2 hidup perempuan indonesia, tapi nolak RUU PKS dasar badut lo dan golongan lo."
61,1332324231007277056,939814642263629824,Heidi,hallidayreznick,,2017-12-10 11:10:46,1048,121,False,2020-11-27 14:03:44,"sesuai website dpr, ruu pks draft terakhir itu tanggal 2017/01/31. ini yg terbaru, kan? lagi pengen mulai analisis isinya"
62,1332322609090859012,525117186,Fachri Muchtar,fmuchtar_,,2012-03-15 07:04:28,3336,441,False,2020-11-27 13:57:18,@dikaagustianna @whocareszzz @reyhan2f Nah itu dia. Gua menyesalkan aja ada yang kayak gitu. Mau berantem di RUU PKS karena beda sikap silahkan. Ya tapi mass gegara RUU PKS beda sikap jadi gabisa kerja bareng di isu lain yang sepakat. Semangat dah buat yg masih terlibat langsung di gerakan mahasiswa!
63,1332322134752849925,525117186,Fachri Muchtar,fmuchtar_,,2012-03-15 07:04:28,3336,441,False,2020-11-27 13:55:24,"@whocareszzz @reyhan2f @dikaagustianna Mangkanya gua menyayangkan aja kalo karena di RUU PKS gak satu suara, di isu lain (UU Ciptaker) ikut di-keluarkan juga. Gimana goals isu UU Ciptaker mau tembus ya kan kalo gabisa gerak bareng? Btw kalo diantara kalian masih mau lanjutin twitwarnya tolong untag gua. Thanks"
64,1332319112798715904,1332317230890008577,Anke Cordelia,AnkeCordelia,,2020-11-27 13:36:04,0,31,False,2020-11-27 13:43:24,"halah ngomong hidup perempuan, sendirinya seksis luar biasa, tolak ruu pks pula, malu"
65,1332318715807817729,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 13:41:49,@nabanmudrik @chaerodi2 @FerdinandHaean3 @muhammadiyah Yg menolak RUU PKS mah cuma kaum penyembah baliho habib cabul
66,1332318155746643968,1299324969130754048,Miftah Chaerodin,chaerodi2,,2020-08-28 12:36:37,18,34,False,2020-11-27 13:39:36,@nabanmudrik @FerdinandHaean3 @Nitro_Foxit @muhammadiyah Udah mengkaji draft RUU PKS?
67,1332317713155276800,927452053336571905,24/7 crying over you,shelovewhiskey,,2017-11-06 08:26:15,466,821,False,2020-11-27 13:37:50,"Nana kamu harus rajin belajar. Kalo ga rajin belajar, jadinya kaya anak yg mengatasnamakan BEM untuk nolak RUU PKS"
68,1332316968813166593,387528817,Reyhan,reyhan2f,,2011-10-09 06:50:07,616,1570,False,2020-11-27 13:34:53,@dikaagustianna Gua ga mau ambil dri pandangan masyarakat. Terlalu luas. Ambil dri pandangan netizen twitter aja. Lu tau sendirikan klo BEM Unand dan BEM Unila dikick dari aliansi gegara ga dukung pengesahan RUU PKS #ReformasiDikorupsi padahal pas omnibus law satu suara. (Cont)
69,1332316267383050241,525117186,Fachri Muchtar,fmuchtar_,,2012-03-15 07:04:28,3336,441,False,2020-11-27 13:32:06,"@whocareszzz @reyhan2f @dikaagustianna Itu lho gegara BEM Unila dan BEM Unand nolak RUU PKS, mereka di-'kick' juga dari aliansi yg nolak UU Ciptaker. Padahal di isu Ciptaker satu suara"
70,1332316232805089281,708601466,Kevin Geraldy,grldykev,,2012-07-21 08:00:52,138,136,False,2020-11-27 13:31:57,@memeeeell Tggu RUU PKS
71,1332314792669843457,1051121801747562497,seven,execommunicado,ca/fa,2018-10-13 14:45:41,201,376,False,2020-11-27 13:26:14,"pemerintah

sahin ruu pks ❌
mencegah warganya cum dengan ena ✅✅✅✅✅✅ https://t.co/9rr0hItTDj"
72,1332314578303164416,1141685688611422208,mey,awmeyy,"Leeuwarden, Nederland",2019-06-20 12:34:14,4173,3277,False,2020-11-27 13:25:23,@bacotpride mending sah in RUU PKS ga si?
73,1332314465144999941,387528817,Reyhan,reyhan2f,,2011-10-09 06:50:07,616,1570,False,2020-11-27 13:24:56,"@dikaagustianna @whocareszzz @fmuchtar_ Belom liat ya? Akhir2 ini juga banyak yg lagi ngecancel BEM Unand, dan BEM lain yg menolak RUU PKS. Udh keliatan kok, jegal DPR ga sukses2 yaa gegara ga pernah bersatu gini."
74,1332314014437707777,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 13:23:08,"@nabanmudrik @chaerodi2 @muhammadiyah Bilangnya RUU PKS legalisasi zina, tp bungkam saat si MRS yg dibanggakannya berbuat zina dgn FH"
75,1332310243972321282,1319572640663650306,miyahkhalifaqqhhh,wowsapa,Indonesia,2020-10-23 09:33:46,43,193,False,2020-11-27 13:08:09,gak selesai masalah ruu pks sekarang banyak kasus penganiyaan pemerkosaan dilantarin
76,1332310036081565696,1179415316104806400,M.Daffa Alfaridzi Sukri,emdaffa_21,"Solok,West Sumatera",2019-10-02 15:18:28,78,365,False,2020-11-27 13:07:20,@SoeTjenMarching Apakah RUU PKS bisa jadi solusi dari permasalahan yang menyangkut kekerasan seksual bu? Masalahnya masih ada kelompok mahasiswa yang menolaknya
77,1332309330155061248,387528817,Reyhan,reyhan2f,,2011-10-09 06:50:07,616,1570,False,2020-11-27 13:04:32,"@whocareszzz @fmuchtar_ Wkwkkw. Bem2 lain yg nolak RUU PKS lainnya ngga nih? Klo ngga, ya gapapa. Ga generalisir gimana? Publik terutama netizen twitter dah tau klo gerakan #ReformasiDikorupsi dan #MosiTidakPercaya kalian itu kacau gagal total"
78,1332309064395628544,1179106710356578305,🐾,obfusticated_,,2019-10-01 18:52:08,92,144,False,2020-11-27 13:03:28,"@uncleboydred aku bodoamat ya sama penolakan RUU PKS dr KAMMi dan badan event, jauh sebelum ini mereka emang gajelas 😂 jadi jangan lagi lagi sebarisan 😂"
79,1332307752203403264,1104538104759607296,MasterSifu,MasterSifu11,,2019-03-10 00:23:00,57,53,False,2020-11-27 12:58:15,"@bemkmunand RUU PKS bukan SOLUSI.
Kami bem km Unand SIAP debat argumen dan punya solusinya...

Mahasiswa tu gitu. Klo cm koar2 kritik, dema demo ga jelas mah mahatolol namanya."
80,1332307295141732352,1299324969130754048,Miftah Chaerodin,chaerodi2,,2020-08-28 12:36:37,18,34,False,2020-11-27 12:56:26,@nabanmudrik @muhammadiyah Tulisan artikel yg km kirimkan sudah saya baca . Tidak ada pembahasan draft RUU PKS . Hanya membawa korban kekerasan seksual tp tidak membahas isi RUU PKS nya.
81,1332306960230727684,1291963196048199681,Asep Yudhistira,asepyudhistiraa,"Nuha, Indonesia",2020-08-08 05:03:35,94,274,False,2020-11-27 12:55:07,"kemaren gue cerita2 sm salah satu bos gue, dan dia nanya apa gue dukung ruu pks. gue jawab iya dan gue jelasin kenapa. terus dia bilang kalo org kayak gue rare di sorowako."
82,1332305944802324481,869164981,DPAW,Detu_Bawe,,2012-10-09 03:40:19,58,302,False,2020-11-27 12:51:04,@bemkmunand Astagfirullah. Kok segaris sama PKS sih? Apa alasan kalian menolak RUU? Saya ingin tau.
83,1332305567344300032,785352262197518337,jojo.,jihyoisluv,"(she/her, 21)",2016-10-10 05:32:25,726,937,False,2020-11-27 12:49:34,@tubirfess Mereka nolak RUU PKS aja udah bikin gue hah heh hoh. Ditambah daftar pustaka dr ig. 🤡
84,1332303659502190594,1287661111160889344,cacacaca,sukadiaxx,,2020-07-27 08:08:37,12,52,False,2020-11-27 12:42:00,@tubirfess segabut itu ? sahin dulu ruu pks baru ruu yg baru di bahas masa ruu pks dri taun kapan ga di bahas bahas
85,1332303279468888065,1184807217859399680,Pratama Karsa,PratamaKarsa,,2019-10-17 12:24:07,537,1252,False,2020-11-27 12:40:29,"@rizky_darwan @AksiLangsung Yg buat RUU PKS itu siapa ?

Pasti anggota DPR, bukan ?

Anggota DPR itu asalnya dari mana mas ?"
86,1332303073914437632,1156934719822393349,rai,RaihanAzyafi,,2019-08-01 14:28:26,62,106,False,2020-11-27 12:39:40,@CNNIndonesia Yang menolak RUU PKS hanya BEM KM unand. BEM KM UNAND tidak mewakili seluruh mahasiswa unand melainkan hanya golongan tertentu saja. https://t.co/dgVmLfm5y2
87,1332302563853574146,2309461470,Mommy Son♕︎,Baby_Strong_,INDONESIA,2014-01-25 05:25:43,371,270,False,2020-11-27 12:37:38,"@laila_hanifah Weird bangettt, reply nya kebanyakan gak dukung RUU pks kan? Gak ada satupun yang komen positif?"
88,1332298213349462016,141814868,Anonymous,blackychigo,Earth,2010-05-09 03:48:51,279,296,False,2020-11-27 12:20:21,"@D1Nurmansyah Mungkin sulitnya bukan cuma karena gak menguasai dan gak bisa kerja aja.
Tapi karena kalo ruu pks disahkan, sebagian yang di dpr bisa masuk penjara gara² ngelakuin yang dilarang di dalam undang-undang itu.. 😂"
89,1332297231551012864,1317137425680932865,MPM NM FHUA,mpmfhua,"Padang, Indonesia",2020-10-16 16:17:02,10,20,False,2020-11-27 12:16:27,NM FHUA bersikap tegas bahwa RUU PKS perlu disahkan oleh @DPR_RI dan perlu tetap berada di dalam Program Legislasi Nasional (Prolegnas).
